UserID,AgeRange,IncomeRange,SavingsLevel,DebtLevel,HasDependents,PrimaryGoal,SelfReportedTolerance,InvestmentKnowledge,LiquidityNeeds,TimeHorizonYears,RiskProfile
1574,35-44,< ₹5 LPA,Medium,Medium,Yes,Property,High,Intermediate,High,7,Aggressive
1575,55+,₹5-12 LPA,Medium,High,No,Other,Low,Advanced,Medium,7,Conservative
1576,55+,₹12-25 LPA,Low,Low,No,Marriage,High,Intermediate,High,18,Conservative
1577,18-24,₹25+ LPA,Medium,Medium,No,Wealth,Medium,Intermediate,Medium,13,Moderate
1578,55+,< ₹5 LPA,High,Medium,No,Marriage,Medium,Intermediate,Medium,18,Conservative
1579,35-44,< ₹5 LPA,High,Low,Yes,Wealth,Low,Beginner,High,25,Conservative
1580,25-34,₹25+ LPA,Medium,Medium,No,Wealth,Medium,Intermediate,Medium,25,Moderate
1581,35-44,₹12-25 LPA,Low,Low,Yes,ChildEdu,Medium,Advanced,Medium,25,Moderate
1582,55+,₹12-25 LPA,Medium,Low,No,Retirement,Medium,Beginner,High,13,Conservative
1583,35-44,< ₹5 LPA,High,Low,Yes,Property,Medium,Beginner,High,7,Moderate
1584,25-34,₹5-12 LPA,Medium,Low,Yes,Business,High,Beginner,Medium,18,Moderate
1585,35-44,₹12-25 LPA,Medium,Medium,Yes,Retirement,High,Beginner,Medium,7,Moderate
1586,25-34,₹5-12 LPA,Low,Medium,Yes,Retirement,Medium,Advanced,Low,7,Moderate
1587,18-24,₹5-12 LPA,Medium,High,Yes,ChildEdu,Medium,Beginner,Medium,7,Moderate
1588,18-24,< ₹5 LPA,Medium,Medium,No,Other,Low,Beginner,Medium,13,Moderate
1589,18-24,₹5-12 LPA,High,Low,No,Marriage,Medium,Advanced,High,7,Moderate
1590,25-34,< ₹5 LPA,Medium,High,Yes,ChildEdu,Low,Intermediate,Medium,3,Conservative
1591,18-24,₹5-12 LPA,Medium,High,No,Retirement,High,Intermediate,High,18,Aggressive
1592,35-44,₹25+ LPA,Medium,Medium,No,ChildEdu,Medium,Advanced,Low,18,Moderate
1593,25-34,₹5-12 LPA,Low,Medium,Yes,Retirement,Low,Beginner,Medium,25,Conservative
1594,25-34,₹12-25 LPA,High,High,Yes,Retirement,Medium,Intermediate,High,18,Moderate
1595,55+,< ₹5 LPA,Medium,Medium,No,Wealth,Medium,Beginner,Low,7,Conservative
1596,35-44,₹5-12 LPA,Medium,High,No,Other,Medium,Beginner,Low,7,Moderate
1597,45-54,₹25+ LPA,Medium,Low,Yes,Retirement,Low,Beginner,Medium,7,Conservative
1598,25-34,< ₹5 LPA,Medium,Low,No,Retirement,High,Beginner,High,25,Moderate
1599,25-34,< ₹5 LPA,Medium,Medium,Yes,ChildEdu,Low,Advanced,Medium,25,Conservative
1600,18-24,₹5-12 LPA,Medium,Medium,Yes,Property,Low,Advanced,Medium,7,Conservative
1601,25-34,< ₹5 LPA,Low,High,Yes,Retirement,Low,Advanced,Medium,13,Conservative
1602,25-34,₹12-25 LPA,Medium,High,Yes,ChildEdu,Medium,Beginner,Low,25,Moderate
1603,25-34,₹25+ LPA,Low,Low,No,Retirement,Low,Advanced,High,18,Moderate
1604,18-24,₹5-12 LPA,Medium,Low,No,Wealth,Low,Intermediate,Low,25,Conservative
1605,18-24,< ₹5 LPA,Low,High,Yes,Business,Medium,Beginner,Medium,7,Conservative
1606,35-44,₹5-12 LPA,Medium,Medium,Yes,Marriage,Medium,Intermediate,Medium,7,Moderate
1607,25-34,₹12-25 LPA,High,Low,No,ChildEdu,Low,Beginner,High,25,Moderate
1608,25-34,< ₹5 LPA,High,Medium,No,Wealth,Medium,Beginner,High,18,Moderate
1609,35-44,₹5-12 LPA,Medium,Medium,No,Other,Medium,Advanced,High,18,Moderate
1610,45-54,₹5-12 LPA,Medium,Medium,No,Retirement,Low,Intermediate,Medium,18,Conservative
1611,18-24,₹5-12 LPA,Low,Medium,Yes,Retirement,Medium,Beginner,Low,18,Moderate
1612,45-54,< ₹5 LPA,Medium,Low,No,Property,Low,Intermediate,Low,25,Conservative
1613,35-44,₹12-25 LPA,High,High,Yes,Retirement,Low,Advanced,High,7,Conservative
1614,18-24,< ₹5 LPA,Low,Medium,Yes,ChildEdu,Medium,Intermediate,High,13,Moderate
1615,55+,< ₹5 LPA,Medium,Medium,Yes,Property,Low,Beginner,High,25,Conservative
1616,55+,₹12-25 LPA,High,Low,Yes,Property,Low,Beginner,Low,13,Conservative
1617,18-24,₹12-25 LPA,High,Medium,No,ChildEdu,Medium,Beginner,Medium,18,Moderate
1618,25-34,< ₹5 LPA,Low,Low,No,Property,High,Advanced,Medium,25,Aggressive
1619,45-54,< ₹5 LPA,Medium,Low,Yes,Other,Medium,Beginner,High,25,Moderate
1620,45-54,< ₹5 LPA,Low,Medium,Yes,Retirement,High,Beginner,Medium,13,Moderate
1621,25-34,< ₹5 LPA,Low,Low,Yes,Marriage,High,Beginner,High,13,Moderate
1622,25-34,< ₹5 LPA,High,Medium,Yes,Retirement,High,Advanced,Medium,25,Moderate
1623,25-34,< ₹5 LPA,High,Low,No,Retirement,Medium,Intermediate,Low,25,Moderate
1624,35-44,₹5-12 LPA,Medium,Medium,No,Property,Medium,Intermediate,Low,25,Moderate
1625,35-44,₹12-25 LPA,Low,Low,No,Retirement,Medium,Beginner,Low,13,Moderate
1626,25-34,₹5-12 LPA,High,Low,No,Retirement,Low,Beginner,Medium,13,Conservative
1627,35-44,₹5-12 LPA,Medium,Low,No,Retirement,Medium,Advanced,Low,18,Moderate
1628,45-54,< ₹5 LPA,Medium,High,Yes,Property,High,Advanced,Medium,25,Moderate
1629,18-24,₹25+ LPA,Medium,High,Yes,Business,Medium,Advanced,Medium,25,Moderate
1630,25-34,₹12-25 LPA,Low,Low,Yes,Retirement,Medium,Advanced,High,7,Moderate
1631,45-54,₹12-25 LPA,Medium,Medium,Yes,Marriage,Medium,Advanced,High,13,Moderate
1632,55+,₹12-25 LPA,Medium,Medium,No,Retirement,Medium,Intermediate,Low,13,Conservative
1633,35-44,₹25+ LPA,Low,High,Yes,Marriage,Medium,Advanced,Low,25,Conservative
1634,35-44,₹5-12 LPA,Low,Low,Yes,ChildEdu,Medium,Intermediate,Low,18,Moderate
1635,18-24,< ₹5 LPA,Low,Medium,Yes,Marriage,Medium,Beginner,High,13,Moderate
1636,35-44,₹5-12 LPA,Low,Low,No,Other,Medium,Beginner,Medium,3,Conservative
1637,35-44,₹12-25 LPA,Medium,Low,Yes,Wealth,High,Advanced,Low,18,Moderate
1638,25-34,₹12-25 LPA,High,High,No,Retirement,High,Beginner,High,3,Conservative
1639,25-34,₹5-12 LPA,Low,Medium,No,Wealth,Low,Advanced,Medium,25,Conservative
1640,25-34,< ₹5 LPA,Low,Low,Yes,Retirement,High,Beginner,High,25,Aggressive
1641,18-24,₹5-12 LPA,Medium,Low,Yes,Other,Medium,Beginner,Low,13,Moderate
1642,25-34,₹25+ LPA,High,Medium,No,ChildEdu,Medium,Beginner,Medium,13,Moderate
1643,25-34,₹5-12 LPA,Medium,Medium,Yes,ChildEdu,Medium,Beginner,Medium,25,Moderate
1644,25-34,₹5-12 LPA,Medium,Low,No,Retirement,Medium,Beginner,High,7,Moderate
1645,18-24,< ₹5 LPA,Medium,High,Yes,Retirement,Low,Beginner,High,7,Conservative
1646,55+,₹5-12 LPA,Low,Low,Yes,Business,Medium,Advanced,Medium,25,Conservative
1647,35-44,₹12-25 LPA,Low,Low,No,Wealth,Medium,Beginner,Low,25,Moderate
1648,45-54,₹5-12 LPA,Medium,High,No,Marriage,Medium,Beginner,Medium,25,Moderate
1649,45-54,₹12-25 LPA,Medium,Low,No,Business,Medium,Beginner,High,7,Moderate
1650,35-44,₹5-12 LPA,Medium,Low,No,Wealth,Medium,Intermediate,Medium,7,Moderate
1651,18-24,₹5-12 LPA,Medium,Medium,No,ChildEdu,Medium,Intermediate,High,3,Conservative
1652,35-44,< ₹5 LPA,Medium,High,No,Retirement,High,Intermediate,Medium,7,Moderate
1653,35-44,₹12-25 LPA,Low,Low,No,Retirement,Medium,Beginner,Medium,25,Moderate
1654,45-54,₹5-12 LPA,Medium,High,Yes,ChildEdu,Low,Beginner,Medium,7,Moderate
1655,35-44,₹5-12 LPA,Low,Medium,Yes,Retirement,Medium,Intermediate,High,25,Moderate
1656,18-24,₹5-12 LPA,Low,Low,No,Retirement,Medium,Advanced,High,7,Moderate
1657,25-34,₹25+ LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,Medium,13,Moderate
1658,25-34,< ₹5 LPA,High,Low,Yes,Retirement,Low,Beginner,Medium,25,Moderate
1659,35-44,₹12-25 LPA,High,Medium,Yes,Wealth,Medium,Beginner,Medium,7,Moderate
1660,35-44,< ₹5 LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,Low,13,Moderate
1661,25-34,₹5-12 LPA,Low,High,Yes,Property,Medium,Intermediate,High,13,Conservative
1662,55+,< ₹5 LPA,Low,Low,Yes,Property,Medium,Intermediate,Medium,7,Conservative
1663,35-44,₹5-12 LPA,High,Medium,No,Property,High,Beginner,High,13,Moderate
1664,25-34,₹5-12 LPA,Medium,Medium,Yes,Retirement,Medium,Beginner,High,13,Moderate
1665,18-24,< ₹5 LPA,Medium,Low,Yes,ChildEdu,Medium,Advanced,High,18,Moderate
1666,25-34,₹5-12 LPA,Medium,Low,Yes,Retirement,Medium,Advanced,High,25,Moderate
1667,25-34,₹25+ LPA,Medium,Low,Yes,ChildEdu,High,Advanced,Medium,18,Aggressive
1668,25-34,< ₹5 LPA,High,Medium,Yes,Retirement,Medium,Beginner,High,3,Conservative
1669,25-34,₹12-25 LPA,Low,Medium,No,Property,Low,Intermediate,Low,18,Moderate
1670,25-34,₹5-12 LPA,Medium,Low,Yes,Marriage,Low,Beginner,Medium,3,Conservative
1671,25-34,₹5-12 LPA,High,High,No,Property,Medium,Beginner,High,18,Moderate
1672,55+,< ₹5 LPA,Low,High,Yes,ChildEdu,High,Beginner,Low,18,Conservative
1673,18-24,< ₹5 LPA,Medium,Medium,Yes,ChildEdu,Low,Intermediate,High,7,Conservative
1674,35-44,< ₹5 LPA,Medium,Low,Yes,Wealth,Low,Beginner,High,25,Moderate
1675,35-44,< ₹5 LPA,High,Medium,Yes,Retirement,High,Advanced,High,25,Moderate
1676,55+,< ₹5 LPA,Low,Low,No,Business,High,Beginner,Medium,25,Conservative
1677,18-24,₹5-12 LPA,Medium,Low,No,Wealth,Low,Beginner,Medium,13,Moderate
1678,25-34,₹12-25 LPA,Low,Medium,No,ChildEdu,Medium,Beginner,Medium,18,Moderate
1679,55+,₹12-25 LPA,Medium,Low,Yes,ChildEdu,Medium,Beginner,High,25,Conservative
1680,55+,₹5-12 LPA,Low,Low,Yes,Property,Medium,Beginner,Medium,13,Conservative
1681,45-54,< ₹5 LPA,Low,Low,Yes,Retirement,High,Beginner,Medium,25,Aggressive
1682,25-34,< ₹5 LPA,Medium,Low,No,Retirement,Low,Beginner,Medium,3,Conservative
1683,25-34,₹5-12 LPA,High,Low,Yes,Retirement,Low,Beginner,Low,3,Conservative
1684,45-54,< ₹5 LPA,Low,High,No,Retirement,Low,Intermediate,Low,25,Conservative
1685,55+,₹5-12 LPA,Low,Low,Yes,Property,Low,Beginner,Low,25,Conservative
1686,35-44,₹5-12 LPA,Medium,Low,Yes,Wealth,Low,Intermediate,Medium,25,Conservative
1687,35-44,₹5-12 LPA,Medium,Low,Yes,Retirement,Low,Intermediate,High,25,Moderate
1688,25-34,₹5-12 LPA,High,High,Yes,Wealth,Medium,Beginner,Low,7,Moderate
1689,45-54,₹12-25 LPA,Low,Medium,No,Other,Low,Advanced,Low,7,Conservative
1690,25-34,₹12-25 LPA,Medium,Low,Yes,Other,High,Intermediate,Medium,25,Aggressive
1691,25-34,₹5-12 LPA,Low,High,No,Wealth,Medium,Beginner,High,7,Conservative
1692,35-44,₹25+ LPA,Low,Low,Yes,ChildEdu,Medium,Advanced,Low,18,Moderate
1693,35-44,₹25+ LPA,Medium,Low,No,Retirement,Low,Advanced,Low,18,Conservative
1694,25-34,₹5-12 LPA,Medium,Low,Yes,Property,Low,Advanced,Low,3,Conservative
1695,18-24,₹5-12 LPA,Medium,Low,No,Property,Medium,Intermediate,Medium,7,Moderate
1696,35-44,₹5-12 LPA,Medium,Low,No,Wealth,Medium,Beginner,Low,18,Moderate
1697,25-34,₹25+ LPA,Medium,Medium,No,Other,Medium,Beginner,Medium,25,Moderate
1698,35-44,₹12-25 LPA,Medium,Low,Yes,Property,Medium,Intermediate,High,25,Moderate
1699,25-34,< ₹5 LPA,High,Medium,No,ChildEdu,Medium,Advanced,Medium,18,Moderate
1700,35-44,₹5-12 LPA,Low,Low,Yes,Retirement,Medium,Intermediate,Low,13,Moderate
1701,35-44,₹5-12 LPA,Low,Low,Yes,Retirement,High,Advanced,Medium,7,Moderate
1702,18-24,₹5-12 LPA,Medium,Medium,Yes,Property,Medium,Beginner,Medium,7,Moderate
1703,25-34,< ₹5 LPA,Medium,High,Yes,Property,High,Beginner,High,13,Aggressive
1704,18-24,₹12-25 LPA,Low,Low,No,Wealth,High,Advanced,Low,3,Conservative
1705,18-24,₹5-12 LPA,High,Medium,Yes,Property,Low,Intermediate,High,7,Conservative
1706,55+,₹12-25 LPA,Low,Low,Yes,Wealth,Medium,Advanced,High,13,Conservative
1707,25-34,₹12-25 LPA,High,Low,No,Marriage,Medium,Intermediate,Low,13,Moderate
1708,45-54,₹12-25 LPA,Low,Low,Yes,Wealth,Medium,Beginner,High,3,Conservative
1709,25-34,₹5-12 LPA,Medium,Low,No,Retirement,Medium,Intermediate,Medium,18,Moderate
1710,45-54,₹5-12 LPA,High,Low,Yes,Wealth,Medium,Advanced,Medium,18,Moderate
1711,45-54,< ₹5 LPA,Low,Low,Yes,Marriage,Low,Intermediate,Low,3,Conservative
1712,35-44,₹5-12 LPA,High,Medium,Yes,Retirement,Low,Beginner,Low,25,Conservative
1713,35-44,< ₹5 LPA,Medium,Low,No,Retirement,Low,Beginner,Medium,3,Conservative
1714,35-44,₹5-12 LPA,High,Medium,No,Wealth,Medium,Intermediate,Medium,25,Moderate
1715,25-34,< ₹5 LPA,Medium,Low,No,Retirement,Medium,Beginner,Medium,3,Conservative
1716,55+,< ₹5 LPA,Medium,Medium,Yes,Property,Medium,Intermediate,Medium,25,Conservative
1717,45-54,< ₹5 LPA,Low,Medium,Yes,ChildEdu,Medium,Beginner,Medium,3,Conservative
1718,55+,< ₹5 LPA,Medium,Low,Yes,Marriage,Low,Beginner,Medium,25,Conservative
1719,18-24,₹12-25 LPA,Low,Low,Yes,Wealth,Low,Advanced,Low,13,Conservative
1720,45-54,₹12-25 LPA,Low,Medium,Yes,ChildEdu,Medium,Beginner,Medium,25,Moderate
1721,55+,₹5-12 LPA,Low,High,No,ChildEdu,Medium,Advanced,Medium,13,Conservative
1722,25-34,< ₹5 LPA,Medium,Low,Yes,Other,Medium,Beginner,Medium,3,Conservative
1723,18-24,< ₹5 LPA,Medium,Low,Yes,Wealth,High,Advanced,Low,25,Moderate
1724,45-54,< ₹5 LPA,Low,High,No,Wealth,High,Beginner,Low,3,Conservative
1725,35-44,< ₹5 LPA,Low,Low,No,ChildEdu,Low,Beginner,Low,25,Conservative
1726,45-54,₹12-25 LPA,Medium,Medium,Yes,Retirement,Medium,Advanced,High,3,Conservative
1727,18-24,< ₹5 LPA,Low,Low,Yes,ChildEdu,Medium,Intermediate,Medium,13,Moderate
1728,45-54,₹5-12 LPA,Low,Low,Yes,Business,Medium,Beginner,Low,25,Moderate
1729,25-34,< ₹5 LPA,Low,Medium,Yes,Retirement,Medium,Advanced,Low,13,Moderate
1730,25-34,< ₹5 LPA,High,Medium,No,ChildEdu,Low,Intermediate,Low,7,Moderate
1731,25-34,₹5-12 LPA,High,Low,Yes,Retirement,Low,Advanced,Medium,25,Moderate
1732,45-54,₹5-12 LPA,Medium,Medium,No,ChildEdu,Medium,Intermediate,Low,25,Moderate
1733,45-54,< ₹5 LPA,Medium,Medium,No,Wealth,Medium,Beginner,Medium,25,Moderate
1734,35-44,< ₹5 LPA,Medium,Medium,No,Retirement,Medium,Beginner,Medium,13,Moderate
1735,25-34,₹5-12 LPA,Medium,Low,Yes,Marriage,Low,Beginner,High,18,Conservative
1736,55+,< ₹5 LPA,Medium,Medium,Yes,Wealth,Medium,Intermediate,Medium,13,Conservative
1737,25-34,< ₹5 LPA,Medium,Medium,No,Retirement,Low,Beginner,Medium,7,Conservative
1738,45-54,₹25+ LPA,Low,Medium,Yes,Marriage,Low,Beginner,High,25,Conservative
1739,35-44,₹5-12 LPA,Low,Medium,Yes,Other,Low,Beginner,Medium,13,Conservative
1740,25-34,₹5-12 LPA,Medium,Low,Yes,Other,Medium,Beginner,High,13,Moderate
1741,35-44,₹5-12 LPA,High,Medium,Yes,Retirement,Medium,Advanced,Medium,13,Moderate
1742,25-34,₹5-12 LPA,Medium,Medium,No,Retirement,Medium,Intermediate,Medium,25,Moderate
1743,45-54,₹5-12 LPA,High,Low,Yes,Retirement,Low,Intermediate,Medium,25,Conservative
1744,35-44,₹5-12 LPA,High,Medium,Yes,Business,Low,Advanced,High,18,Conservative
1745,25-34,₹12-25 LPA,Low,Low,Yes,Business,Low,Intermediate,Medium,13,Conservative
1746,55+,< ₹5 LPA,Medium,Medium,Yes,Marriage,Medium,Advanced,High,25,Conservative
1747,25-34,₹5-12 LPA,Medium,Low,No,ChildEdu,Low,Beginner,Low,18,Conservative
1748,35-44,₹5-12 LPA,High,Medium,No,Retirement,Medium,Beginner,Medium,3,Conservative
1749,55+,₹12-25 LPA,High,High,Yes,Property,Low,Beginner,High,3,Conservative
1750,35-44,₹5-12 LPA,Medium,Medium,Yes,Property,Low,Beginner,Medium,3,Conservative
1751,18-24,₹5-12 LPA,Low,High,Yes,Business,Low,Advanced,High,13,Conservative
1752,55+,< ₹5 LPA,Medium,High,No,ChildEdu,Low,Intermediate,Low,25,Conservative
1753,35-44,₹5-12 LPA,Low,Low,Yes,ChildEdu,Medium,Beginner,High,13,Moderate
1754,25-34,< ₹5 LPA,Medium,Medium,No,ChildEdu,Medium,Intermediate,Medium,13,Moderate
1755,18-24,₹5-12 LPA,High,Medium,Yes,Retirement,High,Intermediate,Low,25,Aggressive
1756,45-54,< ₹5 LPA,Medium,High,No,ChildEdu,Low,Beginner,High,25,Moderate
1757,35-44,₹5-12 LPA,Medium,Low,Yes,Retirement,Low,Intermediate,Low,18,Conservative
1758,35-44,< ₹5 LPA,Medium,High,No,ChildEdu,Medium,Advanced,Low,7,Moderate
1759,55+,₹5-12 LPA,Medium,Medium,Yes,Retirement,Medium,Advanced,Low,7,Conservative
1760,45-54,₹12-25 LPA,Medium,Medium,No,Retirement,Medium,Intermediate,Medium,3,Conservative
1761,25-34,< ₹5 LPA,Medium,Low,Yes,Business,Medium,Beginner,High,7,Moderate
1762,25-34,₹5-12 LPA,High,Low,Yes,ChildEdu,Medium,Beginner,Low,7,Moderate
1763,25-34,₹5-12 LPA,High,Medium,No,Marriage,Low,Beginner,Medium,18,Conservative
1764,45-54,< ₹5 LPA,Low,Low,Yes,Business,High,Intermediate,Low,3,Conservative
1765,18-24,₹12-25 LPA,High,High,No,Property,Medium,Beginner,High,7,Moderate
1766,35-44,< ₹5 LPA,Medium,Low,No,Other,Medium,Beginner,Low,7,Moderate
1767,45-54,₹5-12 LPA,Low,Medium,Yes,Retirement,Medium,Advanced,Low,18,Moderate
1768,55+,₹5-12 LPA,Low,Low,Yes,Business,Medium,Advanced,Low,18,Conservative
1769,25-34,₹5-12 LPA,Low,Medium,Yes,Other,Low,Intermediate,Medium,18,Conservative
1770,45-54,₹5-12 LPA,High,Medium,Yes,Wealth,Medium,Beginner,High,7,Moderate
1771,18-24,< ₹5 LPA,Medium,Low,Yes,Retirement,Low,Beginner,Medium,13,Moderate
1772,45-54,< ₹5 LPA,Medium,Low,No,ChildEdu,Medium,Beginner,Low,3,Conservative
1773,18-24,₹12-25 LPA,Low,Low,Yes,Retirement,Medium,Intermediate,Medium,7,Moderate
1774,25-34,₹5-12 LPA,Medium,Medium,Yes,Marriage,Medium,Beginner,High,25,Moderate
1775,45-54,₹12-25 LPA,Low,Medium,Yes,Business,Medium,Advanced,Low,25,Moderate
1776,18-24,₹12-25 LPA,Medium,Medium,Yes,ChildEdu,Medium,Advanced,Low,18,Moderate
1777,25-34,₹12-25 LPA,Medium,Medium,Yes,Property,Low,Beginner,Low,25,Conservative
1778,45-54,₹5-12 LPA,Low,Medium,No,Marriage,Medium,Beginner,High,18,Moderate
1779,45-54,₹5-12 LPA,High,Low,No,ChildEdu,Low,Intermediate,Medium,3,Conservative
1780,35-44,₹12-25 LPA,Low,Low,Yes,Wealth,Medium,Advanced,Medium,25,Moderate
1781,45-54,₹5-12 LPA,Medium,Low,No,Wealth,High,Advanced,Low,3,Conservative
1782,35-44,< ₹5 LPA,Medium,High,Yes,Retirement,Low,Beginner,Medium,18,Moderate
1783,25-34,₹12-25 LPA,Medium,High,No,Marriage,Low,Beginner,High,7,Conservative
1784,25-34,₹12-25 LPA,Low,Low,No,Retirement,Medium,Intermediate,Low,13,Moderate
1785,25-34,₹5-12 LPA,Low,Medium,No,Property,High,Intermediate,High,18,Moderate
1786,55+,< ₹5 LPA,High,High,Yes,Other,Medium,Beginner,Medium,13,Conservative
1787,35-44,₹5-12 LPA,Low,Medium,Yes,Wealth,Low,Intermediate,Low,7,Conservative
1788,35-44,₹12-25 LPA,High,Low,Yes,ChildEdu,High,Intermediate,Medium,13,Moderate
1789,35-44,₹25+ LPA,High,Low,No,ChildEdu,High,Beginner,High,13,Moderate
1790,55+,< ₹5 LPA,Low,Medium,Yes,Retirement,Low,Advanced,Medium,25,Conservative
1791,25-34,< ₹5 LPA,Low,High,No,Property,High,Beginner,High,25,Conservative
1792,35-44,₹12-25 LPA,Medium,Medium,Yes,Retirement,Medium,Intermediate,Low,13,Moderate
1793,35-44,₹5-12 LPA,High,Low,No,Property,Medium,Intermediate,Medium,7,Moderate
1794,35-44,₹5-12 LPA,High,Low,Yes,Retirement,Medium,Beginner,High,25,Moderate
1795,18-24,₹25+ LPA,Medium,Medium,Yes,ChildEdu,High,Intermediate,High,7,Moderate
1796,55+,< ₹5 LPA,Medium,High,Yes,Retirement,Medium,Intermediate,Medium,7,Conservative
1797,55+,₹5-12 LPA,Low,Medium,Yes,Other,Low,Advanced,Medium,13,Conservative
1798,35-44,< ₹5 LPA,High,Medium,Yes,Business,High,Beginner,Low,25,Aggressive
1799,45-54,₹5-12 LPA,High,Low,No,ChildEdu,Low,Intermediate,Low,7,Conservative
1800,55+,₹12-25 LPA,Low,High,Yes,Retirement,Medium,Intermediate,Low,7,Conservative
1801,45-54,₹5-12 LPA,Low,Medium,Yes,Property,Medium,Intermediate,Low,13,Moderate
1802,25-34,₹25+ LPA,Low,Low,No,Retirement,Low,Advanced,Low,7,Conservative
1803,35-44,₹5-12 LPA,Low,Medium,Yes,Property,Low,Beginner,Medium,18,Conservative
1804,35-44,₹5-12 LPA,High,Low,No,Wealth,High,Beginner,High,13,Moderate
1805,35-44,< ₹5 LPA,Medium,Low,No,Marriage,Medium,Intermediate,Medium,13,Moderate
1806,45-54,₹5-12 LPA,Low,Low,Yes,Marriage,Medium,Beginner,Medium,7,Moderate
1807,55+,₹5-12 LPA,Medium,Low,Yes,Property,Medium,Advanced,High,7,Conservative
1808,55+,< ₹5 LPA,High,Low,Yes,Wealth,Medium,Intermediate,Low,25,Conservative
1809,35-44,₹5-12 LPA,Medium,Medium,No,Wealth,Medium,Beginner,Medium,25,Moderate
1810,18-24,₹5-12 LPA,Medium,Medium,Yes,Property,Low,Advanced,Medium,7,Conservative
1811,55+,₹12-25 LPA,Low,Medium,No,ChildEdu,Medium,Beginner,Low,7,Conservative
1812,45-54,₹5-12 LPA,High,Low,No,Property,High,Intermediate,High,3,Conservative
1813,18-24,₹12-25 LPA,High,Low,Yes,Retirement,Medium,Beginner,Low,18,Aggressive
1814,55+,< ₹5 LPA,Low,Medium,No,Marriage,Low,Beginner,Low,25,Conservative
1815,55+,< ₹5 LPA,Low,Low,No,Property,High,Beginner,Low,13,Conservative
1816,35-44,₹5-12 LPA,Low,Low,Yes,Retirement,Medium,Intermediate,High,18,Moderate
1817,35-44,₹5-12 LPA,Low,High,No,Retirement,Low,Beginner,Medium,25,Conservative
1818,25-34,< ₹5 LPA,Medium,Medium,No,Property,High,Beginner,Medium,25,Moderate
1819,18-24,₹12-25 LPA,High,High,Yes,Wealth,Medium,Beginner,Medium,3,Conservative
1820,25-34,₹12-25 LPA,Medium,Medium,Yes,Property,Low,Beginner,Low,7,Conservative
1821,45-54,₹5-12 LPA,High,Low,Yes,Marriage,Low,Advanced,Medium,3,Conservative
1822,18-24,< ₹5 LPA,Medium,Medium,Yes,ChildEdu,Medium,Beginner,Medium,25,Moderate
1823,25-34,₹12-25 LPA,Medium,Low,No,Property,Medium,Advanced,Low,25,Moderate
1824,25-34,₹5-12 LPA,Medium,Medium,Yes,ChildEdu,Low,Intermediate,Medium,18,Conservative
1825,35-44,₹12-25 LPA,Low,Low,No,Marriage,Low,Intermediate,Low,3,Conservative
1826,55+,₹12-25 LPA,Medium,High,Yes,Retirement,Medium,Beginner,Low,7,Conservative
1827,25-34,₹12-25 LPA,Medium,Low,Yes,Property,Medium,Advanced,High,7,Moderate
1828,25-34,₹5-12 LPA,Low,High,No,ChildEdu,Low,Beginner,Medium,18,Conservative
1829,45-54,< ₹5 LPA,Medium,High,No,ChildEdu,Low,Intermediate,Medium,7,Moderate
1830,35-44,₹5-12 LPA,Medium,Medium,Yes,Other,Medium,Advanced,Medium,3,Conservative
1831,25-34,₹5-12 LPA,High,Medium,Yes,Retirement,Medium,Advanced,Medium,25,Moderate
1832,35-44,₹12-25 LPA,Medium,Medium,Yes,ChildEdu,Medium,Intermediate,Medium,7,Moderate
1833,18-24,< ₹5 LPA,High,High,Yes,Property,Medium,Advanced,High,13,Moderate
1834,25-34,< ₹5 LPA,Medium,Medium,Yes,Wealth,Medium,Intermediate,Medium,7,Moderate
1835,35-44,₹12-25 LPA,Medium,Medium,Yes,ChildEdu,Medium,Beginner,High,25,Moderate
1836,35-44,₹12-25 LPA,Medium,Medium,No,Business,High,Beginner,High,18,Moderate
1837,55+,₹25+ LPA,High,High,Yes,Wealth,Medium,Beginner,Medium,25,Conservative
1838,25-34,₹12-25 LPA,Medium,Medium,No,ChildEdu,Low,Beginner,High,13,Moderate
1839,35-44,₹5-12 LPA,Medium,Medium,No,ChildEdu,Medium,Intermediate,Medium,25,Moderate
1840,35-44,₹5-12 LPA,Medium,Medium,Yes,ChildEdu,Medium,Intermediate,Medium,25,Moderate
1841,18-24,₹12-25 LPA,Medium,High,No,Wealth,Medium,Beginner,Low,18,Moderate
1842,45-54,₹5-12 LPA,Low,Medium,Yes,Retirement,Medium,Advanced,Medium,25,Moderate
1843,25-34,₹5-12 LPA,Low,Low,No,ChildEdu,High,Beginner,High,13,Moderate
1844,55+,< ₹5 LPA,Low,Medium,Yes,Marriage,Medium,Advanced,High,13,Conservative
1845,18-24,₹5-12 LPA,High,High,Yes,Property,Medium,Advanced,High,3,Conservative
1846,35-44,₹12-25 LPA,Low,Medium,No,ChildEdu,High,Advanced,Low,18,Moderate
1847,18-24,< ₹5 LPA,Low,High,Yes,Property,Medium,Advanced,Medium,25,Conservative
1848,55+,< ₹5 LPA,Medium,Low,No,Retirement,Medium,Beginner,Low,25,Conservative
1849,35-44,₹5-12 LPA,Medium,Medium,No,ChildEdu,High,Intermediate,Medium,7,Moderate
1850,35-44,< ₹5 LPA,Medium,Medium,Yes,Property,Low,Beginner,Medium,13,Conservative
